SN,WRINVSTG_NO,DPRS_CNT,INJPSN_CNT,HNL_DMGE_CNT,PRPRTY_DMGE_AMT,UPRINSTT_NM,FRSTT_NM,WARD_NM,LFDAU_NM,FIRE_OCRN_YMD,FIRE_OCRN_TIME,RCPT_YMD,RCPT_TM,LOC_INFO_X,LOC_INFO_Y,DSP_YMD,DSP_TM,SPT_ARVL_YMD,SPT_ARVL_TM,FSMDEM_YMD,FSMDEM_TM,COMPET_YMD,COMPET_TM,HMG_YMD,HMG_TM,DSP_REQRE_TIME,FIRE_SUPESN_TIME,SPT_FRSTT_DIST,SPT_SAFE_CNTER_DIST,SPT_LFDAU_DIST,SIDO_NM,SIGUNGU_NM,EMD_NM,EMD_SE_NM,LNBR,ROAD_NM,FCLTY_PLACE_LCLAS_NM,FCLTY_PLACE_MCLAS_NM,FCLTY_PLACE_SCLAS_NM,FIRE_TYPE_NM,IGN_BHF,IGN_CAUSE,IGN_HTSRC_NM,IGN_FCTR_SCLAS_NM,IGN_FCTR_LCLAS_NM,IGN_HTSRC_SCLAS_NM,FRST_IGOBJ_LCLAS_NM,FRST_IGOBJ_SCLAS_NM,CMBS_EXPOBJ_LCLAS_NM,CMBS_EXPOBJ_SCLAS_NM,OCRN_CAUSE,ALL_HNF_CNT_SUM,MBLZ_FFPWR_CNT,LYCRG_FIREMAN_CNT,POLICE_CNT,GNRL_CNT,SOLDIER_CNT,ELCTY_GAS_INSTT_CNT,ETC_CNT,MBLZ_EQPMN_CNT,WETHR,TP,HUMIDITY,TIME_UNIT_WS,TIME_UNIT_WD,SPCNWS_CN
54,120111182353373,0,0,0,2176,강원소방본부,홍천소방서,홍천119안전센터,,20120111,150600,20120111,150629,,,20120111,150743,20120111,151251,20120111,034851,20120111,165051,20120111,172151,000508,013800,6,6,0.0,강원도,홍천군,홍천읍,하오안리,산 30-2,,임야,산불,국유림,임야,산정상,기타 입산자실화,"담뱃불, 라이터불","라이터불, 성냥불",부주의,기타(부주의),기타,기타,,,,72,10,27,10,0,0,20,5,14,맑음,-1.0,22,315.0,4.0,
55,120113132546327,0,0,0,0,강원소방본부,강릉소방서,주문진119안전센터,,20120113,120000,20120113,120052,,,20120113,120200,20120113,120600,20120113,121400,20120113,121700,20120113,130500,000400,001100,18,3,0.0,강원도,강릉시,주문진읍,교항리,244-29,아래사다리길 20,임야,산불,사유림,임야,산아래,담뱃불,"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,32,12,0,0,20,0,0,0,6,맑음,5.0,37,225.0,4.0,건조 주의보
56,120116152307800,0,0,0,0,강원소방본부,홍천소방서,홍천119안전센터,화촌119지역대,20120116,120900,20120116,120921,,,20120116,120956,20120116,121320,20120116,122738,20120116,123933,20120116,134923,000324,002613,13,13,1.0,강원도,홍천군,화촌면,성산리,252-1,,임야,산불,국유림,임야,산아래,기타 입산자실화,"담뱃불, 라이터불","라이터불, 성냥불",부주의,기타(부주의),기타,기타,,,,65,10,15,5,20,5,0,10,22,맑음,0.0,0,,,
57,120124134022425,0,0,0,78,강원소방본부,춘천소방서,양구119안전센터,남면119지역대,20120124,111500,20120124,111536,,,20120124,111645,20120124,113355,20120124,114249,20120124,114249,20120124,121835,001710,000854,57,15,10.0,강원도,양구군,남면,원리,,삼팔선로 689-33,임야,산불,국유림,임야,산아래,쓰레기소각장에서확대,"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",,,,33,5,24,2,2,0,0,0,2,맑음,-6.0,23,225.0,4.0,
58,120127020007274,0,0,0,0,강원소방본부,강릉소방서,경포119안전센터,,20120126,235600,20120126,235615,,,20120126,235741,20120127,010000,20120127,122500,20120127,003000,20120127,010900,001219,002000,12,10,0.0,강원도,강릉시,사천면,방동리,,방동안길 12,임야,산불,사유림,임야,산중턱,담뱃불,"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,30,15,0,4,9,0,2,0,11,맑음,-4.0,56,180.0,4.0,건조 주의보
59,120129181820921,0,0,0,0,강원소방본부,횡성소방서,우천119안전센터,,20120129,171300,20120129,171352,,,20120129,171432,20120129,173132,20120129,053149,20120129,173149,20120129,181000,001700,000017,9,6,0.0,강원도,횡성군,우천면,용둔리,186-1 ,,임야,산불,사유림,임야,산아래,담뱃불,"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,,11,8,0,2,1,0,0,0,5,구름조금,0.0,16,225.0,4.0,
60,120205175030062,0,0,0,2900,강원소방본부,고성소방서,거진119안전센터,,20120205,160500,20120205,160530,,,20120205,160608,20120205,161020,20120205,044902,20120205,165202,20120205,181000,000412,004142,40,4,0.0,강원도,고성군,거진읍,거진리,,,임야,산불,사유림,임야,산정상,기타 입산자실화,"담뱃불, 라이터불","라이터불, 성냥불",부주의,불장난,"종이,목재,건초등","풀, 나뭇잎",,,,68,18,12,5,7,0,26,0,12,맑음,6.0,29,135.0,4.0,건조 주의보
61,120210215645800,0,0,0,0,강원소방본부,홍천소방서,홍천119안전센터,북방119지역대,20120210,162100,20120210,162112,,,20120210,162313,20120210,162557,20120210,054540,20120210,180740,20120210,195417,000244,014143,8,8,3.0,강원도,홍천군,북방면,능평리,11,,임야,산불,국유림,임야,산정상,기타 입산자실화,"불꽃, 불티","기타(불꽃,불티)",부주의,기타(부주의),"종이,목재,건초등","풀, 나뭇잎",,,,127,9,40,5,25,5,28,15,10,구름많음,1.0,33,225.0,4.0,
62,120215155401512,0,0,0,0,강원소방본부,인제소방서,원통119안전센터,서화119지역대,20120215,100400,20120215,100446,,,20120215,100714,20120215,102000,20120215,023000,20120215,150000,20120215,150500,001246,044000,85,25,10.0,강원도,인제군,서화면,서화리,23,서화길 3-14,임야,산불,국유림,임야,산중턱,군.경사격장으로부터확대,"폭발물, 폭죽","폭탄, 탄약",기타,기타,"종이,목재,건초등","풀, 나뭇잎",,,,65,6,17,2,0,20,20,0,15,맑음,5.0,18,180.0,4.0,
63,120219234756164,0,0,0,0,강원소방본부,삼척소방서,도계119안전센터,하장119지역대,20120219,190300,20120219,190300,,,20120219,190448,20120219,193548,20120219,073548,20120219,215248,20120219,230548,003100,021700,51,42,17.0,강원도,삼척시,하장면,어리,92,역둔원동로 347-111,임야,산불,사유림,임야,산아래,"논,밭두렁으로부터확대","불꽃, 불티","쓰레기, 논밭두렁",부주의,"불씨,불꽃,화원방치",쓰레기류,기타 쓰레기,"종이,목재,건초등","풀, 나뭇잎",원거리 소방서,58,10,40,0,3,0,0,5,9,맑음,-5.0,25,270.0,4.0,
64,120222152202210,0,0,0,0,강원소방본부,인제소방서,인제119안전센터,남면119지역대,20120222,103800,20120222,103849,,,20120222,103900,20120222,105500,20120222,112013,20120222,113000,20120222,125300,001600,003500,45,30,12.0,강원도,인제군,남면,갑둔리,,,임야,산불,국유림,임야,산정상,미상,기타,기타,기타,기타,기타,기타,,,기타,52,7,0,0,40,5,0,0,5,맑음,6.0,67,315.0,4.0,
65,120228162526001,0,0,0,0,강원소방본부,춘천소방서,강촌119안전센터,,20120228,120400,20120228,120447,,,20120228,120643,20120228,121000,20120228,123727,20120228,125400,20120228,134500,000317,004400,20,2,0.0,강원도,춘천시,남산면,방곡리,198-1,노일길 51,임야,산불,사유림,임야,평지,미상,미상,미상,미상,미상,"종이,목재,건초등","풀, 나뭇잎",,,,61,12,15,4,10,0,0,20,10,구름조금,2.0,30,135.0,4.0,
66,120228170951131,0,0,0,0,강원소방본부,춘천소방서,양구119안전센터,동면119지역대,20120228,143700,20120228,143725,,,20120228,143817,20120228,144529,20120228,030427,20120228,151800,20120228,154405,000712,003231,63,18,5.0,강원도,양구군,동면,팔랑리,631,,임야,산불,사유림,임야,산아래,성묘객으로부터화재,"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",잔디,,,,113,7,18,0,20,0,30,38,28,맑음,6.0,48,90.0,4.0,
67,120228235042654,0,0,0,880,강원소방본부,홍천소방서,양덕원119안전센터,서면119지역대,20120228,170300,20120228,170353,,,20120228,170501,20120228,171849,20120228,054134,20120228,174134,20120228,201604,001348,002245,39,22,10.0,강원도,홍천군,서면,중방대리,588,,임야,산불,사유림,임야,산아래,기타,"불꽃, 불티","기타(불꽃,불티)",부주의,기타(부주의),"종이,목재,건초등","풀, 나뭇잎",,,,53,7,20,0,17,0,9,0,5,맑음,6.0,52,315.0,4.0,
68,120305053445790,0,0,0,0,강원소방본부,춘천소방서,강촌119안전센터,,20120304,235200,20120304,235245,,,20120304,235324,20120305,002024,20120305,024024,20120305,031424,20120305,034024,002700,025400,25,5,0.0,강원도,춘천시,서면,안보리,328,율장길 30-58,임야,산불,사유림,임야,산정상,미상,미상,미상,미상,미상,미상,미상,,,,80,5,45,0,30,0,0,0,2,흐림,2.0,69,45.0,4.0,
69,120308173631713,0,0,0,0,강원소방본부,양양소방서,양양119안전센터,,20120308,161700,20120308,161712,,,20120308,161751,20120308,162151,20120308,042551,20120308,163051,20120308,172651,000400,000900,25,5,0.0,강원도,양양군,서면,수상리,405-281,,임야,산불,사유림,임야,산아래,"논,밭두렁으로부터확대","불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등",건초,,,,27,17,0,0,0,0,10,0,9,맑음,6.0,40,0.0,12.0,
70,120327115050059,0,0,0,0,강원소방본부,고성소방서,동광119안전센터,,20120327,103500,20120327,103516,,,20120327,103739,20120327,104539,20120327,104839,20120327,105639,20120327,112039,000800,001100,5,5,0.0,강원도,고성군,토성면,,,,임야,산불,국유림,임야,산아래,기타,"불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마","종이,목재,건초등",건초,,,,32,20,0,2,10,0,0,0,10,맑음,11.0,9,45.0,4.0,
71,120401233824680,0,0,0,0,강원소방본부,춘천소방서,효자119안전센터,,20120401,202500,20120401,202555,,,20120401,202656,20120401,203844,20120401,095241,20120401,221544,20120401,230212,001148,013700,14,11,0.0,강원도,춘천시,칠전동,,97,,임야,산불,국유림,임야,산중턱,미상,미상,미상,미상,미상,"종이,목재,건초등","풀, 나뭇잎",,,,112,10,35,10,30,0,27,0,8,맑음,8.0,24,225.0,4.0,
72,120408153208821,0,1,1,0,강원소방본부,속초소방서,노학119안전센터,,20120408,134000,20120408,134038,,,20120408,134142,20120408,135225,20120408,020042,20120408,140142,20120408,145342,001043,000917,5,2,0.0,강원도,속초시,조양동,,,,임야,산불,공유림,임야,산정상,기타 입산자실화,"담뱃불, 라이터불","라이터불, 성냥불",부주의,불장난,"종이,목재,건초등",건초,,,,56,16,0,10,20,0,0,10,16,맑음,21.0,14,225.0,12.0,
73,120409201310036,0,0,0,0,강원소방본부,춘천소방서,화천119안전센터,,20120409,152300,20120409,152311,,,20120409,152409,20120409,160409,20120409,061009,20120409,185209,20120409,190009,004000,024800,60,28,40.0,강원도,화천군,화천읍,풍산리,산 269,호음로 151-21,임야,산불,국유림,임야,산정상,미상,미상,미상,미상,미상,"종이,목재,건초등","풀, 나뭇잎",,,,41,4,3,5,10,3,0,16,1,맑음,17.0,29,135.0,4.0,
74,120410145422446,0,0,0,0,강원소방본부,평창소방서,진부119안전센터,,20120410,110600,20120410,110657,,,20120410,110732,20120410,112018,20120410,113518,20120410,115843,20120410,120516,001246,003825,61,6,0.0,강원도,평창군,진부면,두일리,293,방아다리로 363-37,임야,산불,사유림,임야,산아래,미상,미상,미상,미상,미상,"종이,목재,건초등","풀, 나뭇잎",,,,25,6,0,2,7,0,0,10,7,맑음,17.0,38,90.0,8.0,
75,120415184443320,0,0,0,55,강원소방본부,평창소방서,진부119안전센터,,20120415,151400,20120415,151409,,,20120415,151445,20120415,152849,20120415,040348,20120415,170451,20120415,182216,001404,013602,50,5,0.0,강원도,평창군,진부면,상진부리,159,억두동길 127-2,임야,산불,사유림,임야,산아래,미상,미상,미상,미상,미상,기타,기타,,,,80,7,0,3,30,0,30,10,17,맑음,14.0,75,0.0,8.0,
76,120416000726294,0,0,0,0,강원소방본부,삼척소방서,도계119안전센터,,20120415,201700,20120415,201733,,,20120415,201918,20120415,203218,20120415,085018,20120415,213018,20120415,234018,001300,005800,40,10,0.0,강원도,삼척시,도계읍,상덕리,118,도상로 310-43,임야,산불,국유림,임야,산중턱,기타,작동기기,"불꽃, 스파크, 정전기",전기적 요인,"누전,지락","전기,전자",전선피복,,,,85,13,5,5,5,0,30,27,14,맑음,18.0,30,270.0,8.0,
77,120418180855633,0,0,0,0,강원소방본부,철원소방서,태봉119안전센터,,20120418,160200,20120418,160244,,,20120418,160402,20120418,160902,20120418,042502,20120418,164402,20120418,180002,000500,003500,4,4,3.0,강원도,철원군,갈말읍,문혜리,277,,임야,산불,사유림,임야,산아래,기타 입산자실화,미상,미상,미상,미상,"종이,목재,건초등",건초,,,,76,6,10,0,0,0,60,0,8,맑음,13.0,71,90.0,17.0,
78,120419174459488,0,0,0,7169,강원소방본부,홍천소방서,홍천119안전센터,화촌119지역대,20120419,141200,20120419,141234,,,20120419,141419,20120419,143816,20120419,110000,20120420,191323,20120420,203110,002357,043507,15,15,10.0,강원도,홍천군,화촌면,내삼포리,51,,임야,산불,국유림,임야,산중턱,기타 입산자실화,미상,미상,부주의,기타(부주의),"종이,목재,건초등","풀, 나뭇잎","종이,목재,건초등","풀, 나뭇잎","기타/가연성물질의 급격한 연소/기상(건조, 강풍 등)/원거리 소방서/화재인지,신고 지연",1264,121,475,15,426,0,114,113,72,맑음,14.0,56,90.0,8.0,
79,120419212753357,0,0,0,0,강원소방본부,횡성소방서,둔내119안전센터,,20120419,145800,20120419,145824,,,20120419,145952,20120419,151206,20120419,072632,20120419,192633,20120419,211338,001214,041427,30,30,7.0,강원도,횡성군,청일면,유동리,50,,임야,산불,사유림,임야,산정상,미상,미상,미상,미상,미상,미상,미상,,,,289,12,65,5,0,0,200,7,20,구름많음,17.0,57,90.0,4.0,
80,120420075651906,0,0,0,0,강원소방본부,횡성소방서,둔내119안전센터,,20120420,033100,20120420,033144,,,20120420,033417,20120420,035121,20120420,064656,20120420,064657,20120420,074055,001704,025536,26,26,5.0,강원도,횡성군,청일면,고시리,195-1,,임야,산불,사유림,임야,산중턱,미상,미상,미상,미상,미상,미상,미상,,,,115,7,15,2,0,0,88,3,14,흐림,12.0,71,90.0,4.0,
81,120420155419667,0,0,0,0,강원소방본부,횡성소방서,둔내119안전센터,청일지역대,20120420,125100,20120420,125119,,,20120420,125301,20120420,130802,20120420,014412,20120420,134834,20120420,151000,001501,004032,25,13,4.0,강원도,횡성군,청일면,고시리,190,,임야,산불,사유림,임야,산정상,기타,기타,기타,기타,기타,"종이,목재,건초등","풀, 나뭇잎",,,,58,8,18,2,30,0,0,0,12,구름많음,22.0,33,180.0,4.0,
82,120420213257080,0,0,0,9,강원소방본부,영월소방서,주천119안전센터,,20120420,175000,20120420,175030,,,20120420,175234,20120420,180200,20120420,063500,20120420,184142,20120420,201207,000926,003942,31,5,0.0,강원도,영월군,주천면,신일리,119,,임야,산불,사유림,임야,산아래,쓰레기소각장에서확대,"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",,,,106,6,20,5,35,0,0,40,7,구름많음,19.0,40,135.0,4.0,
83,120424172352925,0,0,0,0,강원소방본부,동해소방서,북평119안전센터,,20120424,142700,20120424,142713,,,20120424,142932,20120424,143552,20120424,025052,20120424,151652,20120424,184052,000620,004100,15,7,0.0,강원도,동해시,쇄운동,,74,효자로 381,임야,산불,사유림,임야,산중턱,담뱃불,"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎","종이,목재,건초등","풀, 나뭇잎",,92,21,0,7,0,0,49,15,18,맑음,23.0,37,90.0,4.0,
84,120427190539591,0,0,0,0,강원소방본부,인제소방서,원통119안전센터,서화119지역대,20120427,100600,20120427,100648,,,20120427,100935,20120427,104200,20120427,051300,20120427,171300,20120427,180000,003225,063100,0,45,20.0,강원도,인제군,서화면,,1,,임야,산불,국유림,임야,산정상,군.경사격장으로부터확대,"폭발물, 폭죽","폭탄, 탄약",기타,기타,"종이,목재,건초등","풀, 나뭇잎",,,,26,8,5,0,0,0,13,0,13,맑음,19.0,38,45.0,12.0,
85,120429230011998,0,0,0,0,강원소방본부,인제소방서,기린119안전센터,상남119지역대,20120429,180200,20120429,180251,,,20120429,180330,20120429,181931,20120429,064118,20120429,192813,20120429,203806,001601,010842,56,39,6.0,강원도,인제군,상남면,하남리,21,,임야,산불,국유림,임야,산정상,미상,"담뱃불, 라이터불",담뱃불,기타,기타,기타,기타,,,,153,6,35,2,40,0,50,20,13,맑음,25.0,30,180.0,4.0,
86,120430134550539,0,0,0,0,강원소방본부,춘천소방서,석사119안전센터,동산119지역대,20120430,101200,20120430,101201,,,20120430,101647,20120430,103908,20120430,112601,20120430,113542,20120430,125529,002221,005634,24,19,0.0,강원도,춘천시,동산면,군자리,172,,임야,산불,사유림,임야,산정상,기타 입산자실화,기타,기타,부주의,기타(부주의),"종이,목재,건초등","풀, 나뭇잎",,,,155,14,30,10,50,0,40,11,12,맑음,19.0,56,315.0,4.0,
87,120430150104245,0,0,0,0,강원소방본부,원주소방서,신림119안전센터,,20120430,120800,20120430,120817,,,20120430,121011,20120430,122225,20120430,010055,20120430,131055,20120430,140055,001214,004830,13,6,0.0,강원도,원주시,판부면,금대리,1463-1,치악로 546-22,임야,산불,공유림,임야,산중턱,담뱃불,"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎","종이,목재,건초등","풀, 나뭇잎","기타/기상(건조, 강풍 등)",26,20,0,2,2,0,2,0,8,맑음,18.0,59,45.0,4.0,
88,120430174114480,0,0,0,0,강원소방본부,원주소방서,태장119안전센터,소초119지역대,20120430,154300,20120430,154341,,,20120430,154430,20120430,155011,20120430,042011,20120430,163011,20120430,170611,000541,004000,10,5,5.0,강원도,원주시,소초면,흥양리,102-4,황골로 442-23,임야,산불,사유림,임야,산아래,미상,미상,미상,미상,미상,"종이,목재,건초등","풀, 나뭇잎","종이,목재,건초등","풀, 나뭇잎","기상(건조, 강풍 등)/원거리 소방서",60,8,20,2,10,0,20,0,8,맑음,21.0,37,90.0,8.0,
89,120501181120513,0,0,0,0,강원소방본부,삼척소방서,원덕119안전센터,가곡119지역대,20120501,135100,20120501,135128,,,20120501,135352,20120501,141052,20120501,025052,20120501,155052,20120501,174052,001700,014000,57,20,10.0,강원도,삼척시,가곡면,탕곡리,,가곡천로 1692-73,임야,산불,국유림,임야,산정상,기타,"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,,146,7,43,2,40,0,47,7,15,맑음,16.0,68,45.0,8.0,
90,120506170024148,0,0,0,0,강원소방본부,춘천소방서,화천119안전센터,,20120506,123500,20120506,123530,,,20120506,123650,20120506,131300,20120506,015250,20120506,150550,20120506,152622,003610,015250,45,15,32.0,강원도,화천군,화천읍,신읍리,252,율대로 953,임야,산불,국유림,임야,산아래,"논,밭두렁으로부터확대",미상,미상,부주의,쓰레기 소각,쓰레기류,쓰레기,쓰레기류,쓰레기,"기상(건조, 강풍 등)/방화구획 기능 불충분",125,15,10,10,20,50,0,20,11,맑음,19.0,15,90.0,12.0,
